learner_key,first_name,last_name,program_key,start_term_key,campus,enrollment_intensity,learner_status,is_veteran
10831,Jordan,Rossi,6,4,St. George,Full-Time,Active,No
10832,Riley,Haddad,1,8,Ogden,Full-Time,Active,No
10833,David,Choi,3,3,Provo,Full-Time,Graduated,No
10834,Nadia,Anderson,2,4,Ogden,Full-Time,Graduated,No
10835,Robert,Kim,4,4,Provo,Full-Time,Active,No
10836,Jordan,Thomas,5,7,St. George,Full-Time,Leave of Absence,No
10837,Quinn,Williams,2,2,St. George,Full-Time,Active,No
10838,Sage,Davis,2,4,Salt Lake City,Full-Time,Active,No
10839,Kenji,Kim,1,8,Salt Lake City,Part-Time,Withdrawn,No
10840,Omar,Lopez,1,7,Online,Full-Time,Active,No
10841,Sage,Wilson,1,6,Ogden,Full-Time,Active,No
10842,Jordan,Nguyen,1,6,Ogden,Full-Time,Graduated,No
10843,Riley,Okafor,2,1,St. George,Full-Time,Active,No
10844,Quinn,Patel,4,3,Salt Lake City,Part-Time,Leave of Absence,No
10845,Fatima,Davis,4,4,Ogden,Part-Time,Graduated,No
10846,Taylor,Lopez,2,7,Ogden,Part-Time,Active,No
10847,David,Silva,2,2,St. George,Part-Time,Active,No
10848,Yuki,Anderson,2,2,Salt Lake City,Full-Time,Active,No
10849,Rowan,Brown,1,2,Provo,Part-Time,Active,No
10850,Diego,Patel,1,1,Provo,Part-Time,Active,No
10851,Taylor,Smith,2,1,Provo,Part-Time,Active,No
10852,Diego,Rossi,1,6,St. George,Part-Time,Active,No
10853,Rowan,Davis,3,5,Online,Part-Time,Active,No
10854,Sage,Anderson,4,1,Provo,Full-Time,Active,No
10855,Priya,Diallo,1,3,Provo,Full-Time,Withdrawn,No
10856,Patricia,Rodriguez,1,6,Ogden,Full-Time,Graduated,No
10857,Casey,Lopez,4,6,Online,Full-Time,Leave of Absence,No
10858,Michael,Haddad,1,1,Provo,Part-Time,Active,No
10859,Maria,Okafor,1,9,Ogden,Part-Time,Leave of Absence,No
10860,Kenji,Ferrara,6,3,Online,Part-Time,Graduated,No
10861,David,Brown,4,1,Ogden,Full-Time,Active,No
10862,Maria,Johnson,5,8,St. George,Full-Time,Active,No
10863,Taylor,Patel,1,5,Online,Full-Time,Active,No
10864,William,Nguyen,2,8,Salt Lake City,Part-Time,Active,No
10865,James,Smith,4,7,Ogden,Part-Time,Active,No
10866,Kenji,Diallo,6,9,Online,Part-Time,Active,No
10867,Robert,Jones,1,7,St. George,Full-Time,Graduated,No
10868,Taylor,Ferrara,1,9,St. George,Part-Time,Leave of Absence,No
10869,David,Anderson,3,5,St. George,Full-Time,Active,No
10870,Jordan,Berg,5,5,Ogden,Part-Time,Graduated,No
10871,Alex,Jones,4,4,Ogden,Part-Time,Active,No
10872,Diego,Diallo,5,8,Ogden,Part-Time,Active,No
10873,Fatima,Rodriguez,5,4,Online,Full-Time,Active,No
10874,Omar,Rodriguez,2,8,Online,Full-Time,Graduated,No
10875,Riley,Kim,4,1,Salt Lake City,Full-Time,Withdrawn,No
10876,Jordan,Rodriguez,5,3,Ogden,Part-Time,Active,No
10877,Jennifer,Okafor,6,1,Salt Lake City,Full-Time,Active,No
10878,Riley,Patel,1,2,Ogden,Part-Time,Graduated,No
10879,Priya,Rossi,3,5,Ogden,Full-Time,Active,No
10880,Jennifer,Martinez,2,3,Ogden,Part-Time,Active,No
10881,Casey,Nguyen,5,3,Provo,Full-Time,Active,No
10882,Priya,Patel,3,9,Salt Lake City,Part-Time,Withdrawn,No
10883,Michael,Lopez,1,3,Ogden,Part-Time,Withdrawn,No
10884,Maria,Garcia,2,9,Ogden,Full-Time,Graduated,No
10885,Casey,Rossi,1,3,Provo,Part-Time,Withdrawn,No
10886,Fatima,Ivanov,1,2,Salt Lake City,Full-Time,Active,No
10887,Jordan,Ivanov,4,1,St. George,Full-Time,Active,No
10888,Diego,Smith,5,1,Salt Lake City,Full-Time,Active,No
10889,James,Smith,1,4,Salt Lake City,Full-Time,Active,No
10890,Omar,Nguyen,6,6,St. George,Full-Time,Active,No
10891,Priya,Miller,1,1,Ogden,Full-Time,Active,No
10892,Sofia,Nguyen,2,2,Online,Part-Time,Withdrawn,No
10893,James,Gonzalez,1,2,Online,Full-Time,Active,No
10894,Morgan,Nguyen,2,6,Provo,Part-Time,Active,No
10895,Taylor,Hernandez,4,9,Online,Full-Time,Graduated,No
10896,Nadia,Anderson,2,5,Provo,Part-Time,Graduated,No
10897,Yuki,Berg,5,4,Online,Part-Time,Withdrawn,No
10898,Linda,Anderson,6,8,St. George,Full-Time,Graduated,No
10899,Yuki,Garcia,2,2,Salt Lake City,Part-Time,Graduated,No
10900,Nadia,Wilson,1,7,Online,Part-Time,Active,No
10901,Luis,Okafor,4,5,Online,Part-Time,Graduated,No
10902,Jennifer,Rodriguez,3,7,Provo,Part-Time,Leave of Absence,No
10903,Casey,Smith,2,4,Salt Lake City,Full-Time,Graduated,No
10904,Linda,Chen,2,1,Ogden,Full-Time,Leave of Absence,No
10905,Jennifer,Haddad,3,2,Online,Part-Time,Graduated,No
10906,David,Hernandez,3,8,St. George,Full-Time,Active,No
10907,Morgan,Gonzalez,1,7,Online,Part-Time,Withdrawn,No
10908,David,Silva,2,1,Ogden,Full-Time,Active,No
10909,Morgan,Kim,1,7,Online,Part-Time,Active,No
10910,Rowan,Thomas,5,9,St. George,Part-Time,Active,No
10911,Alex,Kim,2,5,Salt Lake City,Full-Time,Active,No
10912,Aisha,Hernandez,1,1,Online,Full-Time,Graduated,No
10913,Diego,Davis,6,7,Provo,Full-Time,Active,No
10914,Morgan,Hernandez,3,2,Provo,Full-Time,Withdrawn,No
10915,Yuki,Wilson,1,7,Ogden,Full-Time,Graduated,No
10916,Linda,Hernandez,3,6,St. George,Full-Time,Active,No
10917,Jennifer,Ivanov,1,4,Ogden,Full-Time,Active,No
10918,Aisha,Choi,2,7,Salt Lake City,Full-Time,Active,No
10919,William,Novak,1,7,Salt Lake City,Full-Time,Graduated,No
10920,Avery,Lopez,1,9,Salt Lake City,Part-Time,Active,No
10921,Robert,Gonzalez,1,9,Ogden,Part-Time,Active,No
10922,Jennifer,Choi,2,1,Provo,Part-Time,Graduated,No
10923,Aisha,Patel,6,8,St. George,Part-Time,Active,No
10924,James,Anderson,4,1,Provo,Full-Time,Active,No
10925,Robert,Hernandez,3,5,Salt Lake City,Full-Time,Withdrawn,No
10926,Rowan,Silva,1,5,St. George,Full-Time,Graduated,No
10927,Luis,Berg,1,4,Ogden,Part-Time,Active,No
10928,Jordan,Miller,6,7,Provo,Part-Time,Graduated,No
10929,Riley,Okafor,1,5,Salt Lake City,Part-Time,Graduated,No
10930,Sage,Choi,1,2,Salt Lake City,Part-Time,Active,No
10931,Nadia,Novak,3,2,Provo,Full-Time,Active,Yes
10932,Yuki,Williams,2,9,Provo,Full-Time,Active,No
10933,Kenji,Davis,1,7,Online,Full-Time,Graduated,No
10934,Rowan,Choi,1,5,St. George,Full-Time,Active,No
10935,Robert,Thomas,2,2,Provo,Part-Time,Active,No
10936,James,Berg,6,6,Ogden,Full-Time,Active,No
10937,Diego,Ivanov,5,1,Salt Lake City,Full-Time,Withdrawn,No
10938,Diego,Brown,2,6,St. George,Full-Time,Withdrawn,No
10939,Sofia,Rodriguez,2,7,Ogden,Full-Time,Withdrawn,No
10940,Yuki,Garcia,4,5,Online,Part-Time,Active,No
10941,Rowan,Choi,4,7,Salt Lake City,Part-Time,Graduated,No
10942,Yuki,Ferrara,2,6,Salt Lake City,Full-Time,Graduated,No
10943,Kenji,Berg,2,6,St. George,Part-Time,Active,No
10944,Riley,Okafor,1,1,Online,Full-Time,Graduated,Yes
10945,Morgan,Garcia,3,6,Provo,Full-Time,Graduated,No
10946,Omar,Novak,3,6,Provo,Part-Time,Active,No
10947,Avery,Williams,3,6,Online,Part-Time,Graduated,No
10948,Alex,Ferrara,5,4,St. George,Full-Time,Active,No
10949,Omar,Garcia,6,4,Salt Lake City,Part-Time,Active,No
10950,James,Garcia,3,3,St. George,Full-Time,Active,No
10951,Michael,Brown,4,8,Provo,Full-Time,Graduated,No
10952,Michael,Gonzalez,5,5,Provo,Part-Time,Active,No
10953,Avery,Wilson,3,5,Provo,Part-Time,Graduated,No
10954,Patricia,Ferrara,1,5,Provo,Part-Time,Active,No
10955,Casey,Choi,3,2,Ogden,Part-Time,Active,No
10956,Rowan,Williams,4,7,Salt Lake City,Full-Time,Graduated,Yes
10957,Diego,Ivanov,2,6,St. George,Full-Time,Leave of Absence,No
10958,Casey,Diallo,1,7,St. George,Full-Time,Graduated,No
10959,Maria,Diallo,1,9,Online,Full-Time,Active,No
10960,Casey,Thomas,1,2,Ogden,Part-Time,Active,No
10961,Fatima,Ferrara,1,5,Ogden,Part-Time,Graduated,No
10962,Casey,Patel,1,8,Online,Full-Time,Graduated,No
10963,Rowan,Garcia,1,3,Online,Part-Time,Active,No
10964,David,Thomas,1,6,Online,Part-Time,Leave of Absence,Yes
10965,Sage,Garcia,1,2,Provo,Part-Time,Active,No
10966,Alex,Nguyen,3,4,St. George,Full-Time,Graduated,No
10967,Yuki,Hernandez,1,8,Salt Lake City,Part-Time,Graduated,No
10968,Sofia,Brown,3,7,Ogden,Full-Time,Active,No
10969,Rowan,Chen,5,8,Salt Lake City,Part-Time,Active,No
10970,Kenji,Novak,3,8,St. George,Full-Time,Active,No
10971,Jordan,Novak,1,5,Salt Lake City,Part-Time,Active,No
10972,Omar,Miller,1,7,Provo,Part-Time,Active,No
10973,Michael,Ivanov,1,3,Online,Part-Time,Active,No
10974,Nadia,Lopez,3,6,St. George,Full-Time,Graduated,No
10975,William,Wilson,5,8,Salt Lake City,Part-Time,Active,No
10976,Taylor,Johnson,3,7,St. George,Part-Time,Graduated,No
10977,Jennifer,Okafor,3,3,St. George,Full-Time,Withdrawn,No
10978,Casey,Silva,2,8,Ogden,Full-Time,Active,No
10979,Sofia,Johnson,1,1,St. George,Full-Time,Graduated,No
10980,Elizabeth,Berg,2,8,Ogden,Part-Time,Graduated,No
10981,Kenji,Silva,1,9,Online,Full-Time,Active,No
10982,Yuki,Rossi,5,1,Ogden,Part-Time,Active,No
10983,Rowan,Hernandez,2,8,Provo,Full-Time,Graduated,No
10984,Morgan,Wilson,4,5,St. George,Full-Time,Withdrawn,Yes
10985,Linda,Choi,1,8,St. George,Part-Time,Active,No
10986,Priya,Silva,5,6,Online,Part-Time,Graduated,Yes
10987,Priya,Miller,1,2,Salt Lake City,Full-Time,Graduated,No
10988,Aisha,Choi,1,4,St. George,Full-Time,Active,No
10989,Riley,Diallo,1,7,Provo,Part-Time,Active,No
10990,Avery,Martinez,2,8,St. George,Part-Time,Graduated,Yes
10991,Omar,Thomas,1,7,St. George,Part-Time,Leave of Absence,No
10992,Jordan,Nguyen,2,8,Salt Lake City,Part-Time,Active,No
10993,Robert,Diallo,3,5,Online,Full-Time,Withdrawn,No
10994,Robert,Smith,6,6,Provo,Part-Time,Active,No
10995,Quinn,Kim,2,8,Ogden,Part-Time,Active,No
10996,Nadia,Silva,1,7,Ogden,Part-Time,Withdrawn,No
10997,Kenji,Williams,5,4,Online,Full-Time,Active,No
10998,Robert,Thomas,1,8,Ogden,Full-Time,Active,No
10999,Rowan,Lopez,1,1,Provo,Full-Time,Active,No
11000,Maria,Wilson,5,1,Salt Lake City,Full-Time,Graduated,No
11001,Luis,Lopez,1,5,Salt Lake City,Part-Time,Leave of Absence,No
11002,Morgan,Rossi,5,9,Salt Lake City,Part-Time,Graduated,No
11003,Luis,Chen,6,2,St. George,Full-Time,Leave of Absence,No
11004,Morgan,Choi,1,2,Provo,Part-Time,Active,No
11005,Michael,Novak,1,8,Salt Lake City,Full-Time,Graduated,No
11006,Avery,Anderson,1,3,Online,Full-Time,Active,No
11007,Riley,Williams,5,6,Ogden,Part-Time,Active,No
11008,Fatima,Nguyen,2,4,Online,Full-Time,Active,No
11009,Omar,Nguyen,2,7,Ogden,Full-Time,Withdrawn,No
11010,Taylor,Hernandez,4,9,Ogden,Part-Time,Withdrawn,No
11011,Jordan,Silva,1,1,Provo,Full-Time,Active,No
11012,Robert,Gonzalez,6,9,St. George,Part-Time,Leave of Absence,No
11013,Rowan,Diallo,1,6,St. George,Full-Time,Active,No
11014,William,Ivanov,2,4,St. George,Part-Time,Withdrawn,No
11015,Yuki,Martinez,5,7,Salt Lake City,Full-Time,Graduated,No
11016,David,Martinez,2,3,Provo,Full-Time,Active,No
11017,Riley,Smith,1,6,Salt Lake City,Part-Time,Graduated,No
11018,Morgan,Novak,4,7,Salt Lake City,Part-Time,Leave of Absence,No
11019,Aisha,Brown,2,2,Online,Part-Time,Active,No
11020,Luis,Novak,1,6,St. George,Full-Time,Leave of Absence,No
11021,Jennifer,Novak,1,3,Provo,Full-Time,Graduated,No
11022,Casey,Rossi,3,6,Online,Part-Time,Active,Yes
11023,Patricia,Williams,2,3,Ogden,Part-Time,Active,No
11024,Elizabeth,Thomas,2,7,Online,Part-Time,Withdrawn,No
11025,Casey,Nguyen,6,7,Provo,Part-Time,Graduated,No
11026,Morgan,Rossi,1,9,Provo,Part-Time,Withdrawn,No
11027,Morgan,Chen,4,9,Online,Full-Time,Active,No
11028,Morgan,Lopez,3,1,Ogden,Part-Time,Active,No
11029,Elizabeth,Wilson,2,3,Salt Lake City,Part-Time,Active,No
11030,David,Lopez,1,8,Salt Lake City,Full-Time,Active,No
11031,Luis,Gonzalez,3,8,Online,Full-Time,Withdrawn,No
11032,Diego,Anderson,2,8,Provo,Part-Time,Graduated,No
11033,Jordan,Silva,2,7,Online,Part-Time,Active,No
11034,Luis,Haddad,5,1,Ogden,Full-Time,Graduated,No
11035,Jordan,Kim,1,9,St. George,Full-Time,Graduated,No
11036,Sofia,Patel,2,1,Provo,Full-Time,Active,No
11037,David,Chen,1,8,Ogden,Part-Time,Active,No
11038,Riley,Wilson,2,1,Salt Lake City,Part-Time,Active,No
11039,Sage,Jones,1,2,Provo,Part-Time,Active,No
11040,Jordan,Chen,1,7,Ogden,Full-Time,Graduated,Yes
11041,Robert,Diallo,1,2,Ogden,Part-Time,Active,No
11042,Quinn,Haddad,5,2,St. George,Full-Time,Active,No
11043,Rowan,Johnson,4,7,Ogden,Part-Time,Withdrawn,No
11044,Quinn,Ferrara,1,1,Salt Lake City,Part-Time,Active,No
11045,David,Okafor,3,2,Provo,Part-Time,Active,No
11046,Casey,Lopez,2,9,St. George,Full-Time,Active,No
11047,David,Anderson,2,7,Salt Lake City,Full-Time,Leave of Absence,No
11048,Riley,Smith,6,5,Salt Lake City,Part-Time,Graduated,No
11049,Nadia,Okafor,1,7,Provo,Part-Time,Leave of Absence,Yes
11050,Nadia,Jones,1,7,St. George,Part-Time,Graduated,No
11051,Maria,Diallo,1,9,Ogden,Part-Time,Withdrawn,No
11052,Maria,Hernandez,4,5,Provo,Part-Time,Active,No
11053,Alex,Chen,1,3,Online,Full-Time,Graduated,No
11054,Priya,Rossi,3,7,Online,Part-Time,Graduated,No
11055,Yuki,Berg,5,2,Online,Full-Time,Active,No
11056,Nadia,Haddad,5,6,Salt Lake City,Full-Time,Active,No
11057,Kenji,Smith,6,8,Ogden,Part-Time,Active,No
11058,Quinn,Davis,5,5,Online,Part-Time,Graduated,No
11059,Nadia,Okafor,5,4,Online,Full-Time,Active,No
11060,Avery,Silva,3,8,St. George,Full-Time,Active,Yes
11061,Elizabeth,Choi,4,3,Provo,Part-Time,Active,No
11062,Diego,Patel,3,9,Online,Full-Time,Graduated,No
11063,Maria,Wilson,3,1,Online,Part-Time,Withdrawn,No
11064,Fatima,Johnson,2,8,Provo,Full-Time,Active,No
11065,Linda,Miller,2,8,Ogden,Full-Time,Active,No
11066,Robert,Williams,5,4,Provo,Full-Time,Leave of Absence,No
11067,Robert,Ivanov,1,2,Salt Lake City,Part-Time,Active,No
11068,Maria,Berg,1,8,Salt Lake City,Part-Time,Active,No
11069,William,Anderson,1,2,Salt Lake City,Part-Time,Graduated,No
11070,Linda,Hernandez,1,1,Salt Lake City,Full-Time,Withdrawn,No
11071,Diego,Johnson,1,7,St. George,Full-Time,Active,No
11072,Robert,Davis,2,2,St. George,Full-Time,Graduated,No
11073,William,Brown,2,7,Ogden,Full-Time,Withdrawn,No
11074,Alex,Chen,1,4,Salt Lake City,Full-Time,Active,No
11075,Robert,Thomas,1,9,St. George,Part-Time,Active,No
11076,Sage,Kim,1,1,Online,Part-Time,Active,No
11077,Sage,Chen,5,3,Ogden,Part-Time,Active,No
11078,Jennifer,Berg,1,3,St. George,Full-Time,Active,No
11079,Avery,Ivanov,1,4,Salt Lake City,Part-Time,Graduated,No
11080,Maria,Choi,2,8,St. George,Part-Time,Graduated,No
11081,Yuki,Ivanov,2,3,Salt Lake City,Part-Time,Active,No
11082,Patricia,Chen,1,4,Provo,Full-Time,Graduated,No
11083,Linda,Miller,4,6,Online,Full-Time,Graduated,No
11084,Alex,Patel,1,1,Salt Lake City,Full-Time,Active,No
11085,Alex,Miller,1,6,Provo,Part-Time,Active,No
11086,David,Davis,5,3,Provo,Full-Time,Active,No
11087,Casey,Gonzalez,5,1,Salt Lake City,Part-Time,Withdrawn,No
11088,James,Silva,1,4,Provo,Part-Time,Active,No
11089,Casey,Ivanov,1,3,Provo,Full-Time,Withdrawn,No
11090,Aisha,Davis,3,6,Salt Lake City,Full-Time,Graduated,No
11091,Jordan,Okafor,1,3,Ogden,Full-Time,Active,No
11092,Taylor,Ivanov,6,8,Online,Full-Time,Active,No
11093,Jennifer,Anderson,2,9,Provo,Part-Time,Active,No
11094,Michael,Thomas,2,8,Ogden,Part-Time,Graduated,No
11095,Yuki,Miller,5,1,Online,Full-Time,Active,No
11096,Sofia,Berg,1,7,Ogden,Part-Time,Graduated,No
11097,Jennifer,Lopez,1,2,Provo,Full-Time,Active,No
11098,Robert,Wilson,3,7,Ogden,Part-Time,Active,No
11099,Rowan,Okafor,2,3,Salt Lake City,Part-Time,Active,No
11100,Aisha,Williams,1,9,Ogden,Full-Time,Active,Yes
11101,Avery,Silva,2,9,Ogden,Part-Time,Active,No
11102,William,Jones,5,5,St. George,Part-Time,Active,No
11103,Linda,Gonzalez,1,6,St. George,Full-Time,Graduated,No
11104,Quinn,Davis,2,3,Provo,Part-Time,Withdrawn,No
11105,Kenji,Berg,3,9,Online,Part-Time,Graduated,No
11106,Priya,Wilson,1,4,Provo,Part-Time,Active,No
11107,Omar,Jones,3,6,Ogden,Full-Time,Active,No
11108,Robert,Wilson,3,6,Online,Part-Time,Active,No
11109,Casey,Hernandez,1,1,St. George,Part-Time,Withdrawn,No
11110,Linda,Miller,1,7,Online,Full-Time,Active,No
11111,Morgan,Silva,6,5,St. George,Full-Time,Active,No
11112,Linda,Martinez,1,4,Provo,Full-Time,Active,No
11113,Jennifer,Smith,2,8,Provo,Part-Time,Active,No
11114,Casey,Patel,2,3,Online,Part-Time,Leave of Absence,No
11115,Avery,Martinez,2,4,Online,Part-Time,Active,No
11116,Jennifer,Rossi,3,5,Online,Part-Time,Graduated,No
11117,Linda,Chen,6,8,Provo,Part-Time,Active,No
11118,Jordan,Novak,5,8,Salt Lake City,Part-Time,Active,No
11119,Priya,Ivanov,5,6,Ogden,Part-Time,Graduated,No
11120,Riley,Diallo,5,3,St. George,Part-Time,Active,No
11121,Morgan,Gonzalez,5,3,Salt Lake City,Full-Time,Graduated,No
11122,Sofia,Williams,1,9,Provo,Part-Time,Active,No
11123,Taylor,Haddad,4,2,Salt Lake City,Part-Time,Leave of Absence,No
11124,Patricia,Smith,1,4,Salt Lake City,Part-Time,Active,No
11125,Alex,Rodriguez,4,4,Salt Lake City,Full-Time,Active,No
11126,Taylor,Patel,4,8,Provo,Part-Time,Active,No
11127,Alex,Chen,5,3,Salt Lake City,Full-Time,Active,No
11128,Diego,Haddad,2,7,Salt Lake City,Part-Time,Active,No
11129,Yuki,Silva,2,4,St. George,Full-Time,Graduated,No
11130,Priya,Silva,1,9,Salt Lake City,Part-Time,Graduated,No
11131,Linda,Haddad,2,1,Provo,Full-Time,Active,No
11132,Alex,Smith,1,2,Ogden,Full-Time,Active,No
11133,Nadia,Silva,1,2,Provo,Full-Time,Graduated,Yes
11134,Avery,Chen,5,6,Provo,Part-Time,Graduated,No
11135,Maria,Garcia,1,4,Salt Lake City,Part-Time,Active,No
11136,Taylor,Silva,1,4,Ogden,Part-Time,Active,Yes
11137,Morgan,Rossi,2,8,St. George,Full-Time,Leave of Absence,No
11138,Priya,Gonzalez,1,6,Provo,Part-Time,Leave of Absence,No
11139,Diego,Thomas,4,6,Salt Lake City,Part-Time,Leave of Absence,No
11140,Priya,Smith,2,4,Provo,Full-Time,Active,No
11141,Robert,Haddad,5,5,Provo,Full-Time,Active,No
11142,Avery,Okafor,2,4,Salt Lake City,Full-Time,Active,No
11143,Maria,Jones,3,8,Ogden,Part-Time,Graduated,No
11144,Robert,Okafor,4,9,Ogden,Full-Time,Graduated,No
11145,David,Johnson,4,6,Provo,Full-Time,Active,No
11146,Aisha,Smith,2,6,Salt Lake City,Part-Time,Active,Yes
11147,Casey,Williams,1,3,Provo,Full-Time,Withdrawn,No
11148,Kenji,Miller,1,8,Provo,Part-Time,Active,No
11149,Aisha,Miller,1,5,Ogden,Part-Time,Graduated,No
11150,Robert,Nguyen,2,3,St. George,Part-Time,Active,No
11151,Linda,Wilson,5,8,Salt Lake City,Part-Time,Active,No
11152,Patricia,Martinez,1,3,Online,Part-Time,Active,No
11153,Priya,Thomas,3,2,Provo,Full-Time,Active,No
11154,James,Thomas,1,9,Online,Part-Time,Graduated,No
11155,Sage,Okafor,6,6,St. George,Full-Time,Active,No
11156,Elizabeth,Garcia,1,2,Provo,Part-Time,Active,No
11157,Michael,Okafor,4,6,Ogden,Full-Time,Active,No
11158,Jordan,Ferrara,5,4,Ogden,Full-Time,Active,No
11159,Diego,Jones,3,5,Ogden,Full-Time,Graduated,No
11160,Fatima,Williams,6,3,Online,Part-Time,Active,No
11161,Avery,Diallo,6,2,Online,Full-Time,Active,No
11162,David,Silva,1,5,Online,Part-Time,Active,No
11163,Elizabeth,Haddad,4,2,Ogden,Full-Time,Active,No
11164,Alex,Garcia,1,7,Online,Full-Time,Graduated,No
11165,Riley,Garcia,2,5,Ogden,Full-Time,Graduated,No
11166,Morgan,Anderson,1,3,St. George,Full-Time,Active,No
11167,Avery,Rodriguez,1,3,Online,Part-Time,Graduated,No
11168,Taylor,Gonzalez,3,3,Salt Lake City,Part-Time,Active,Yes
11169,Fatima,Brown,3,8,Salt Lake City,Full-Time,Active,No
11170,Jennifer,Ivanov,6,1,Salt Lake City,Part-Time,Active,No
11171,Michael,Haddad,6,5,Ogden,Part-Time,Withdrawn,No
11172,Nadia,Davis,3,6,Ogden,Part-Time,Leave of Absence,No
11173,Luis,Brown,1,6,Salt Lake City,Part-Time,Withdrawn,No
11174,Morgan,Choi,2,3,St. George,Part-Time,Active,No
11175,William,Silva,4,4,Online,Part-Time,Active,No
11176,James,Choi,1,6,Salt Lake City,Part-Time,Active,No
11177,William,Ivanov,1,8,Salt Lake City,Part-Time,Active,No
11178,Omar,Rossi,6,8,Salt Lake City,Part-Time,Leave of Absence,No
11179,Yuki,Kim,1,3,St. George,Full-Time,Withdrawn,No
11180,David,Choi,5,5,Online,Full-Time,Withdrawn,No
11181,Quinn,Davis,6,8,Provo,Full-Time,Graduated,No
11182,Priya,Smith,3,2,Provo,Part-Time,Active,No
11183,Diego,Thomas,4,4,Salt Lake City,Full-Time,Graduated,No
11184,Priya,Hernandez,3,8,Provo,Full-Time,Active,No
11185,Luis,Patel,2,7,Online,Full-Time,Graduated,No
11186,Maria,Novak,1,2,St. George,Full-Time,Active,No
11187,Maria,Gonzalez,1,6,St. George,Full-Time,Active,No
11188,Robert,Hernandez,3,4,Ogden,Full-Time,Withdrawn,No
11189,Alex,Patel,3,4,Online,Part-Time,Active,No
11190,Patricia,Jones,6,4,St. George,Part-Time,Active,No
11191,Sage,Nguyen,3,1,Salt Lake City,Part-Time,Graduated,No
11192,Avery,Thomas,4,8,Ogden,Part-Time,Graduated,No
11193,Sofia,Ivanov,1,4,Provo,Full-Time,Withdrawn,No
11194,Sage,Berg,4,8,Provo,Full-Time,Graduated,No
11195,Fatima,Gonzalez,1,8,Online,Full-Time,Leave of Absence,No
11196,David,Gonzalez,1,4,Salt Lake City,Full-Time,Graduated,No
11197,Priya,Martinez,5,1,Online,Full-Time,Withdrawn,No
11198,Casey,Miller,2,8,Provo,Full-Time,Active,No
11199,Omar,Jones,1,2,Online,Part-Time,Graduated,No
11200,Michael,Garcia,1,1,Salt Lake City,Full-Time,Active,No
11201,Aisha,Novak,3,7,Online,Full-Time,Leave of Absence,Yes
11202,Riley,Okafor,2,5,Online,Full-Time,Graduated,No
11203,Aisha,Anderson,5,7,Ogden,Full-Time,Active,No
11204,Sofia,Nguyen,1,8,Provo,Full-Time,Graduated,No
11205,Kenji,Brown,6,8,St. George,Full-Time,Active,No
11206,Casey,Brown,6,7,Ogden,Full-Time,Active,No
11207,Nadia,Rossi,5,9,Salt Lake City,Part-Time,Active,No
11208,Jennifer,Berg,2,9,St. George,Full-Time,Active,No
11209,William,Rossi,1,2,Provo,Full-Time,Active,No
11210,Elizabeth,Miller,5,2,Provo,Full-Time,Active,No
11211,Morgan,Nguyen,5,1,Ogden,Part-Time,Active,No
11212,Jordan,Nguyen,1,1,Ogden,Part-Time,Active,No
11213,James,Chen,2,6,St. George,Full-Time,Active,No
11214,Avery,Jones,3,1,Ogden,Full-Time,Active,No
11215,Rowan,Jones,3,4,St. George,Part-Time,Graduated,No
11216,Taylor,Rodriguez,1,3,Online,Full-Time,Active,No
11217,Priya,Okafor,1,5,Provo,Part-Time,Leave of Absence,No
11218,Robert,Berg,3,9,Provo,Part-Time,Graduated,No
11219,Quinn,Williams,2,1,Ogden,Full-Time,Leave of Absence,No
11220,Aisha,Williams,3,7,Ogden,Part-Time,Active,No
11221,Morgan,Gonzalez,1,4,Provo,Part-Time,Active,No
11222,Kenji,Diallo,5,2,Ogden,Part-Time,Active,No
11223,William,Brown,4,5,Salt Lake City,Full-Time,Graduated,No
11224,Kenji,Silva,4,3,St. George,Part-Time,Active,No
11225,Priya,Jones,1,1,Provo,Full-Time,Graduated,No
11226,Aisha,Lopez,4,1,Provo,Part-Time,Withdrawn,No
11227,Jennifer,Martinez,1,6,Ogden,Part-Time,Graduated,No
11228,Omar,Williams,4,4,Ogden,Part-Time,Active,No
11229,Quinn,Williams,5,2,Provo,Full-Time,Active,No
11230,Alex,Wilson,3,8,St. George,Full-Time,Graduated,No
11231,Linda,Smith,2,9,St. George,Full-Time,Graduated,No
11232,Kenji,Lopez,4,7,Provo,Full-Time,Graduated,No
11233,Riley,Williams,6,9,Ogden,Full-Time,Withdrawn,No
11234,Riley,Lopez,6,7,Salt Lake City,Part-Time,Active,No
11235,Omar,Brown,1,9,Ogden,Part-Time,Withdrawn,No
11236,Elizabeth,Gonzalez,1,1,Provo,Part-Time,Graduated,No
11237,Jordan,Ferrara,6,9,Online,Part-Time,Graduated,Yes
11238,Morgan,Smith,3,6,Ogden,Full-Time,Active,No
11239,Taylor,Nguyen,1,7,St. George,Full-Time,Active,No
11240,Diego,Rodriguez,5,1,Provo,Part-Time,Active,No
11241,David,Ivanov,1,7,Ogden,Full-Time,Withdrawn,No
11242,James,Novak,3,8,Online,Full-Time,Active,No
11243,Sage,Johnson,5,4,Provo,Part-Time,Active,No
11244,Avery,Thomas,1,1,Ogden,Full-Time,Active,No
11245,Fatima,Haddad,3,3,Online,Part-Time,Active,No
11246,James,Nguyen,6,1,Salt Lake City,Full-Time,Active,No
11247,Sage,Martinez,2,1,Online,Full-Time,Active,No
11248,Riley,Davis,1,3,Ogden,Full-Time,Graduated,No
